1	23	89.99999999999999	66.6870789957134	75.65006075334144	100	91.66666666666667	87.5	60	65	50	92.5	15.000000000000002	57.49999999999999	67.5	66.66666666666666	83.33333333333333	42.50000000000001	77.49999999999999	61.111111111111114	31.25	75	36.111111111111114	15.625	62.5	71.875	67.5	62.5	56.25	58.333333333333336	68.75	66.66666666666666	41.91176470588235	54.166666666666664	50	87.5	83.33333333333333	68.75	66.66666666666666	24	100	77.11267605633802	78.20170109356015	100	95.83333333333333	93.75	52.5	52.5	61.111111111111114	85.00000000000001	25	66.66666666666666	66.66666666666666	65.625	85.00000000000001	42.50000000000001	67.5	58.333333333333336	21.875	75	38.888888888888886	25	56.25	68.75	55.00000000000001	60.416666666666664	43.75	41.666666666666664	68.75	66.66666666666666	41.91176470588235	54.166666666666664	58.333333333333336	43.75	33.333333333333336	87.5	83.33333333333333	25	100	97.16778934476423	97.30255164034023	100	87.5	87.5	47.5	70	57.49999999999999	75	20	65	62.5	61.111111111111114	77.49999999999999	35	55.00000000000001	63.888888888888886	28.125	69.44444444444444	38.888888888888886	21.875	56.25	68.75	55.00000000000001	62.5	25	16.666666666666668	75	75	33.088235294117645	66.66666666666666	66.66666666666666	25	16.666666666666668	75	75	26	100	83.69565217391303	84.47144592952613	100	95.83333333333333	93.75	52.5	77.49999999999999	50	80	17.5	55.00000000000001	65	63.888888888888886	85.00000000000001	44.99999999999999	62.5	63.888888888888886	25	69.44444444444444	30.555555555555557	9.375	71.875	68.75	50	66.66666666666666	43.75	41.666666666666664	56.25	50	41.17647058823529	50	58.333333333333336	43.75	33.333333333333336	68.75	66.66666666666666
2	23	35	25.765462339252903	21.919805589307412	25	16.666666666666668	12.5	80	77.49999999999999	70	65	82.5	67.5	7.500000000000001	8.333333333333332	15.000000000000002	70	75	66.66666666666666	65.625	66.66666666666666	71.875	62.5	75	28.125	75	75	75	75	93.75	91.66666666666667	64.70588235294117	33.333333333333336	41.666666666666664	68.75	66.66666666666666	43.75	50	24	30.000000000000004	28.628291488058778	16.038882138517614	8.333333333333332	8.333333333333332	6.25	87.5	70	62.5	47.5	77.49999999999999	75	2.777777777777779	3.125	9.999999999999998	82.5	85.00000000000001	72.22222222222221	81.25	69.44444444444444	80.55555555555556	65.625	50	6.25	80	70.83333333333334	68.75	66.66666666666666	93.75	91.66666666666667	68.38235294117648	29.166666666666664	33.333333333333336	43.75	41.666666666666664	18.75	25	25	20	23.407838334353947	30.7411907654921	25	16.666666666666668	18.75	77.49999999999999	77.49999999999999	50	52.5	67.5	75	12.5	13.88888888888889	32.49999999999999	70	80	66.66666666666666	62.5	50	72.22222222222221	62.5	59.375	25	80	64.58333333333334	75	75	93.75	91.66666666666667	71.32352941176471	29.166666666666664	33.333333333333336	56.25	58.333333333333336	31.25	41.666666666666664	26	25	28.123086344151858	31.543134872417976	25	20.833333333333332	25	75	72.5	60	57.49999999999999	75	62.5	22.499999999999996	25	27.500000000000004	67.5	82.5	63.888888888888886	68.75	58.333333333333336	69.44444444444444	62.5	65.625	34.375	75	66.66666666666666	75	75	87.5	91.66666666666667	68.38235294117648	33.333333333333336	41.666666666666664	68.75	66.66666666666666	37.5	41.666666666666664
3	32	70	48.668095529699926	48.6512758201701	66.66666666666666	0	0	92.5	89.99999999999999	55.00000000000001	55.00000000000001	72.5	65	20	22.22222222222222	20	80	82.5	58.333333333333336	53.125	75	91.66666666666667	96.875	62.5	50	82.5	72.91666666666666	75	75	93.75	91.66666666666667	63.970588235294116	29.166666666666664	41.666666666666664	50	41.666666666666664	68.75	75	33	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	34	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	35	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
4	26	60	46.815676668707894	41.96840826245443	50	54.166666666666664	62.5	85.00000000000001	75	77.49999999999999	77.49999999999999	72.5	80	22.499999999999996	22.22222222222222	20	89.99999999999999	70	80.55555555555556	56.25	80.55555555555556	86.11111111111111	81.25	81.25	12.5	67.5	87.5	93.75	91.66666666666667	62.5	50	66.91176470588235	45.833333333333336	50	75	66.66666666666666	50	58.333333333333336	27	75	65.66901408450703	55.006075334143375	58.333333333333336	75	87.5	50	67.5	92.5	87.5	85.00000000000001	80.55555555555556	35	36.111111111111114	20	97.50000000000001	50	58.333333333333336	35.71428571428571	100	100	100	81.25	12.5	80	77.08333333333333	87.5	91.66666666666667	75	66.66666666666666	52.20588235294118	45.833333333333336	41.666666666666664	56.25	58.333333333333336	75	83.33333333333333	28	80	72.41273729332516	63.88821385176185	66.66666666666666	87.5	100	37.5	60	92.5	80	100	60	17.5	13.88888888888889	4.999999999999999	97.50000000000001	17.5	58.333333333333336	34.375	100	100	100	81.25	0	72.5	81.25	75	75	87.5	83.33333333333333	52.94117647058824	54.166666666666664	58.333333333333336	12.5	16.666666666666668	87.5	91.66666666666667	29	80	74.09675443968156	65.49210206561361	66.66666666666666	75	87.5	47.5	65	92.5	82.5	85.00000000000001	77.49999999999999	9.999999999999998	8.333333333333332	0	97.50000000000001	22.499999999999996	69.44444444444444	43.75	100	94.44444444444444	100	87.5	0	57.49999999999999	89.58333333333333	68.75	75	81.25	75	47.79411764705882	45.833333333333336	50	37.5	41.666666666666664	75	75
5	25	0	4.546846295162277	9.088699878493317	0	0	0	87.5	85.00000000000001	75	52.5	47.5	44.99999999999999	22.499999999999996	25	44.99999999999999	77.49999999999999	82.5	77.77777777777777	78.125	75	58.333333333333336	37.5	84.375	53.125	87.5	79.16666666666667	68.75	66.66666666666666	81.25	83.33333333333333	82.35294117647058	25	33.333333333333336	43.75	41.666666666666664	6.25	8.333333333333332	26	9.999999999999998	19.87140232700551	22.454434993924664	8.333333333333332	16.666666666666668	18.75	77.49999999999999	77.49999999999999	72.5	60	44.99999999999999	37.5	52.5	55.55555555555556	65	75	77.49999999999999	69.44444444444444	65.625	75	44.44444444444444	28.125	81.25	71.875	80	77.08333333333333	68.75	75	87.5	83.33333333333333	75.73529411764706	29.166666666666664	41.666666666666664	37.5	41.666666666666664	25	25	27	0	12.124923453766073	16.306196840826246	0	16.666666666666668	18.75	77.49999999999999	75	60	52.5	44.99999999999999	40	52.5	58.333333333333336	62.5	67.5	72.5	66.66666666666666	71.875	69.44444444444444	47.22222222222222	28.125	78.125	68.75	77.49999999999999	68.75	62.5	66.66666666666666	81.25	75	74.26470588235294	29.166666666666664	33.333333333333336	50	50	12.5	16.666666666666668	28	4.999999999999999	10.946111451316591	17.64277035236938	8.333333333333332	16.666666666666668	18.75	80	89.99999999999999	62.5	70	42.50000000000001	40	32.49999999999999	36.111111111111114	57.49999999999999	75	82.5	75	75	77.77777777777777	44.44444444444444	28.125	84.375	65.625	77.49999999999999	79.16666666666667	43.75	41.666666666666664	87.5	83.33333333333333	77.94117647058823	25	33.333333333333336	25	16.666666666666668	6.25	8.333333333333332
6	49	35	22.3974280465401	18.712029161603883	25	29.166666666666664	37.5	87.5	75	75	80	62.5	65	37.5	38.888888888888886	47.5	67.5	60	77.77777777777777	65.625	72.22222222222221	38.888888888888886	21.875	84.375	53.125	67.5	83.33333333333333	75	75	43.75	25	69.85294117647058	0	0	93.75	91.66666666666667	31.25	33.333333333333336	50	30.000000000000004	26.94427434170238	26.73147023086269	25	15.000000000000002	25	89.99999999999999	55.00000000000001	80	75	65	44.99999999999999	30.000000000000004	30.555555555555557	47.5	77.49999999999999	70	69.44444444444444	59.375	80.55555555555556	50	25	93.75	46.875	72.5	81.25	62.5	58.333333333333336	62.5	58.333333333333336	66.91176470588235	0	0	87.5	91.66666666666667	31.25	33.333333333333336	51	50	31.49112063686466	28.60267314702309	41.666666666666664	25	37.5	85.00000000000001	70	70	62.5	60	52.5	27.500000000000004	27.77777777777778	47.5	70	62.5	72.22222222222221	59.375	72.22222222222221	36.111111111111114	15.625	75	46.875	65	83.33333333333333	75	75	50	58.333333333333336	67.64705882352942	0	0	87.5	83.33333333333333	18.75	16.666666666666668	52	35	24.9234537660747	21.117861482381528	25	25	31.25	77.49999999999999	72.5	70	75	67.5	47.5	27.500000000000004	27.77777777777778	35	70	65	66.66666666666666	53.125	75	55.55555555555556	37.5	71.875	46.875	67.5	75	75	75	50	41.666666666666664	68.38235294117648	20.833333333333332	41.666666666666664	81.25	75	37.5	41.666666666666664
7	50	50	33.175137783221054	42.50303766707168	58.333333333333336	50	50	95	87.5	60	70	75	77.49999999999999	35	38.888888888888886	30.000000000000004	100	92.5	88.88888888888889	81.25	80.55555555555556	72.22222222222221	56.25	93.75	50	100	93.75	81.25	83.33333333333333	68.75	58.333333333333336	66.91176470588235	12.5	8.333333333333332	62.5	50	50	58.333333333333336	51	65	44.79485609308021	48.6512758201701	66.66666666666666	25	31.25	87.5	95	62.5	75	70	70	12.5	13.88888888888889	35	97.50000000000001	92.5	94.44444444444444	87.5	86.11111111111111	69.44444444444444	56.25	96.875	46.875	97.50000000000001	97.91666666666667	87.5	83.33333333333333	62.5	58.333333333333336	64.70588235294117	0	0	62.5	58.333333333333336	62.5	66.66666666666666	52	50	34.01714635639925	43.30498177399756	58.333333333333336	45.833333333333336	62.5	89.99999999999999	89.99999999999999	57.49999999999999	75	70	75	17.5	19.444444444444443	50	95	89.99999999999999	83.33333333333333	75	77.77777777777777	66.66666666666666	56.25	87.5	62.5	100	91.66666666666667	81.25	83.33333333333333	62.5	58.333333333333336	67.64705882352942	4.166666666666669	8.333333333333332	62.5	50	37.5	50	53	40	33.84874464176362	38.226002430133654	41.666666666666664	50	50	95	75	62.5	75	70	82.5	20	22.22222222222222	42.50000000000001	100	97.50000000000001	94.44444444444444	84.375	83.33333333333333	66.66666666666666	56.25	93.75	43.75	100	97.91666666666667	87.5	83.33333333333333	75	75	65.44117647058823	29.166666666666664	25	56.25	58.333333333333336	43.75	50
8	29	55.00000000000001	40.49295774647887	51.93195625759416	66.66666666666666	79.16666666666667	75	87.5	80	60	89.99999999999999	42.50000000000001	85.00000000000001	65	69.44444444444444	75	80	92.5	94.44444444444444	68.75	69.44444444444444	38.888888888888886	37.5	84.375	81.25	72.5	83.33333333333333	81.25	83.33333333333333	93.75	91.66666666666667	67.64705882352942	54.166666666666664	58.333333333333336	81.25	83.33333333333333	68.75	58.333333333333336	30	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	31	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	32	65	40.58481322718922	50.78979343863913	75	58.333333333333336	62.5	80	70	80	100	47.5	87.5	55.00000000000001	58.333333333333336	57.49999999999999	85.00000000000001	85.00000000000001	69.44444444444444	59.375	91.66666666666667	44.44444444444444	56.25	75	84.375	55.00000000000001	70.83333333333334	62.5	58.333333333333336	87.5	91.66666666666667	61.029411764705884	25	33.333333333333336	100	100	62.5	58.333333333333336
9	34	55.00000000000001	28.62829148805879	34.483596597812884	58.333333333333336	41.666666666666664	37.5	97.50000000000001	77.49999999999999	62.5	60	77.49999999999999	95	65	69.44444444444444	50	88.88888888888889	70	93.75	81.25	83.33333333333333	80.55555555555556	84.375	81.25	71.875	75	88.63636363636364	93.75	91.66666666666667	75	75	63.970588235294116	20.833333333333332	16.666666666666668	75	75	50	58.333333333333336	35	70	42.77403551745253	43.03766707168894	66.66666666666666	29.166666666666664	31.25	100	92.5	63.888888888888886	62.5	75	89.99999999999999	70	69.44444444444444	44.99999999999999	89.99999999999999	72.5	91.66666666666667	71.875	75	72.22222222222221	81.25	75	75	82.5	87.5	81.25	83.33333333333333	75	75	64.70588235294117	12.5	8.333333333333332	75	75	37.5	41.666666666666664	36	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	37	65	39.742804654011024	43.839611178614824	66.66666666666666	50	37.5	97.50000000000001	72.5	50	52.5	70	92.5	65	66.66666666666666	50	87.5	67.5	88.88888888888889	75	55.55555555555556	80.55555555555556	84.375	62.5	65.625	72.5	79.16666666666667	87.5	83.33333333333333	75	75	66.17647058823529	33.333333333333336	41.666666666666664	50	58.333333333333336	43.75	50
10	32	44.99999999999999	32.66993263931414	27.266099635479947	33.333333333333336	16.666666666666668	18.75	87.5	52.5	57.49999999999999	50	72.5	57.49999999999999	70	69.44444444444444	55.00000000000001	65	92.5	52.77777777777778	37.5	83.33333333333333	63.888888888888886	56.25	81.25	62.5	67.5	68.75	68.75	75	81.25	75	66.91176470588235	33.333333333333336	33.333333333333336	75	66.66666666666666	62.5	58.333333333333336	33	50	38.22718922229026	41.16646415552855	50	45.833333333333336	56.25	80	40	57.49999999999999	52.5	65	62.5	62.5	63.888888888888886	52.5	67.5	60	55.55555555555556	56.25	69.44444444444444	69.44444444444444	53.125	62.5	43.75	72.5	62.5	75	75	81.25	75	55.14705882352941	45.833333333333336	41.666666666666664	75	75	75	75	34	50	35.70116350275566	38.76063183475091	50	54.166666666666664	56.25	75	55.00000000000001	67.5	57.49999999999999	67.5	62.5	60	63.888888888888886	44.99999999999999	67.5	75	47.22222222222222	43.75	83.33333333333333	69.44444444444444	56.25	62.5	62.5	67.5	64.58333333333334	81.25	83.33333333333333	81.25	83.33333333333333	66.17647058823529	41.666666666666664	50	56.25	50	50	58.333333333333336	35	35	37.5535823637477	33.14702308626975	25	54.166666666666664	62.5	80	52.5	50	60	60	60	60	58.333333333333336	65	65	75	55.55555555555556	46.875	66.66666666666666	63.888888888888886	50	65.625	62.5	67.5	60.416666666666664	68.75	66.66666666666666	75	75	61.029411764705884	33.333333333333336	33.333333333333336	56.25	58.333333333333336	50	58.333333333333336
