ScaleName,vVar,modelCombo,Estimator,N,Group,covPiVi ci.l,covPiVi ci.u,covPiVi est,covPiVi est.bf,covPiVi est.stars,covPiVi pval,covPiVi pVar,covPiVi se,covPiVi se.d,covPsVs ci.l,covPsVs ci.u,covPsVs est,covPsVs est.bf,covPsVs est.stars,covPsVs pval,covPsVs pVar,covPsVs se,covPsVs se.d,covPVwithin ci.l,covPVwithin ci.u,covPVwithin est,covPVwithin est.bf,covPVwithin est.stars,covPVwithin pval,covPVwithin pVar,covPVwithin se,covPVwithin se.d,PtoP ci.l,PtoP ci.u,PtoP est,PtoP est.bf,PtoP est.stars,PtoP pval,PtoP pVar,PtoP se,PtoP se.d,PtoV ci.l,PtoV ci.u,PtoV est,PtoV est.bf,PtoV est.stars,PtoV pval,PtoV pVar,PtoV se,PtoV se.d,rPiVi ci.l,rPiVi ci.u,rPiVi est,rPiVi est.bf,rPiVi est.stars,rPiVi pval,rPiVi pVar,rPiVi se,rPiVi se.d,rPsVs ci.l,rPsVs ci.u,rPsVs est,rPsVs est.bf,rPsVs est.stars,rPsVs pval,rPsVs pVar,rPsVs se,rPsVs se.d,rPVwithin ci.l,rPVwithin ci.u,rPVwithin est,rPVwithin est.bf,rPVwithin est.stars,rPVwithin pval,rPVwithin pVar,rPVwithin se,rPVwithin se.d,VtoP ci.l,VtoP ci.u,VtoP est,VtoP est.bf,VtoP est.stars,VtoP pval,VtoP pVar,VtoP se,VtoP se.d,VtoV ci.l,VtoV ci.u,VtoV est,VtoV est.bf,VtoV est.stars,VtoV pval,VtoV pVar,VtoV se,VtoV se.d
Conscientiousness$_{inv}$,hrz_ind,Linear_Linear,MLR,NA,EARLIER,8.57,52.278,30.424,\textbf{30.42},*30.42*,0.006,bfi_c_d,11.15,11.15,-0.18584,0.12384,-0.031,-0.03,-0.03,0.692,bfi_c_d,0.079,0.08,-10.09732,10.15732,0.03,0.03,0.03,0.995,bfi_c_d,5.167,5.17,0.06704,0.36496,0.216,\textbf{0.22},*0.22*,0.005,bfi_c_d,0.076,0.08,-0.10224,0.16824,0.033,0.03,0.03,0.628,bfi_c_d,0.069,0.07,-21.688954594157,22.019045405843,0.165045405842987,\textbf{0.17},*0.17*,0.006,bfi_c_d,11.15,11.15,-0.551429387641078,-0.241749387641078,-0.396589387641078,-0.40,-0.40,0.692,bfi_c_d,0.079,0.08,-10.1270133653976,10.1276266346024,0.000306634602363836,0.00,0.00,0.995,bfi_c_d,5.167,5.17,-0.03756,0.10356,0.033,0.03,0.03,0.362,bfi_c_d,0.036,0.04,-0.0844,0.1704,0.043,0.04,0.04,0.508,bfi_c_d,0.065,0.07
Conscientiousness$_{inv}$,hrz_ind,Linear_Linear,MLR,NA,LATER,8.57,52.278,30.424,\textbf{30.42},*30.42*,0.006,bfi_c_d,11.15,11.15,-0.18584,0.12384,-0.031,-0.03,-0.03,0.692,bfi_c_d,0.079,0.08,-5.47588,12.17588,3.35,3.35,3.35,0.457,bfi_c_d,4.503,4.50,-0.09352,0.24752,0.077,0.08,0.08,0.379,bfi_c_d,0.087,0.09,-0.15868,0.16668,0.004,0.00,0.00,0.960,bfi_c_d,0.083,0.08,-21.688954594157,22.019045405843,0.165045405842987,\textbf{0.17},*0.17*,0.006,bfi_c_d,11.15,11.15,-0.551429387641078,-0.241749387641078,-0.396589387641078,-0.40,-0.40,0.692,bfi_c_d,0.079,0.08,-8.78417971529383,8.86758028470617,0.041700284706166,0.04,0.04,0.457,bfi_c_d,4.503,4.50,-0.03252,0.11252,0.04,0.04,0.04,0.274,bfi_c_d,0.037,0.04,-0.09372,0.12972,0.018,0.02,0.02,0.749,bfi_c_d,0.057,0.06
Conscientiousness$_{inv}$,usi,Linear_Linear,MLR,864,ALL,-17.25268,32.07268,7.41,7.41,7.41,0.556,bfi_c_d,12.583,12.58,-0.18224,0.18624,0.002,0.00,0.00,0.979,bfi_c_d,0.094,0.09,-14.47536,-1.37864,-7.927,\textbf{-7.93},*-7.93*,0.018,bfi_c_d,3.341,3.34,0.0624,0.2976,0.18,\textbf{0.18ª},*0.18ª*,0.003,bfi_c_d,0.06,0.06,-0.21172,0.01172,-0.1,-0.10,-0.10,0.082,bfi_c_d,0.057,0.06,-24.6244005717163,24.7009594282837,0.0382794282836748,0.04,0.04,0.556,bfi_c_d,12.583,12.58,-0.16581132034963,0.20266867965037,0.0184286796503702,0.02,0.02,0.979,bfi_c_d,0.094,0.09,-6.63144940270663,6.46527059729337,-0.0830894027066308,\textbf{-0.08},*-0.08*,0.018,bfi_c_d,3.341,3.34,-0.08396,0.01796,-0.033,-0.03,-0.03,0.209,bfi_c_d,0.026,0.03,0.12084,0.30116,0.211,\textbf{0.21ª},*0.21ª*,0.000,bfi_c_d,0.046,0.05
Conscientiousness$_{inv}$,usi,Linear_Linear,MLR,NA,D2,-20.67844,31.02244,5.172,5.17,5.17,0.695,bfi_c_d,13.189,13.19,-0.17212,0.20812,0.018,0.02,0.02,0.850,bfi_c_d,0.097,0.10,-14.63588,6.83788,-3.899,-3.90,-3.90,0.477,bfi_c_d,5.478,5.48,0.0932,0.4068,0.25,\textbf{0.25ª},*0.25ª*,0.002,bfi_c_d,0.08,0.08,-0.3286,0.00459999999999999,-0.162,-0.16,-0.16,0.058,bfi_c_d,0.085,0.09,-25.8235771430547,25.8773028569453,0.02686285694531,0.03,0.03,0.695,bfi_c_d,13.189,13.19,-0.0324797856395231,0.347760214360477,0.157640214360477,0.16,0.16,0.850,bfi_c_d,0.097,0.10,-10.7762632115605,10.6974967884395,-0.039383211560472,-0.04,-0.04,0.477,bfi_c_d,5.478,5.48,-0.19816,-0.01784,-0.108,\textbf{-0.11},*-0.11*,0.018,bfi_c_d,0.046,0.05,0.12456,0.37544,0.25,\textbf{0.25ª},*0.25ª*,0.000,bfi_c_d,0.064,0.06
Conscientiousness$_{inv}$,usi,Linear_Linear,MLR,NA,D3,-20.67844,31.02244,5.172,5.17,5.17,0.695,bfi_c_d,13.189,13.19,-0.17212,0.20812,0.018,0.02,0.02,0.850,bfi_c_d,0.097,0.10,-25.04112,-0.454879999999999,-12.748,\textbf{-12.75},*-12.75*,0.042,bfi_c_d,6.272,6.27,-0.15404,0.43004,0.138,0.14,0.14,0.354,bfi_c_d,0.149,0.15,-0.29544,0.15144,-0.072,-0.07,-0.07,0.524,bfi_c_d,0.114,0.11,-25.8235771430547,25.8773028569453,0.02686285694531,0.03,0.03,0.695,bfi_c_d,13.189,13.19,-0.0324797856395231,0.347760214360477,0.157640214360477,0.16,0.16,0.850,bfi_c_d,0.097,0.10,-12.4309829795037,12.1552570204963,-0.137862979503698,\textbf{-0.14},*-0.14*,0.042,bfi_c_d,6.272,6.27,-0.0434,0.1134,0.035,0.04,0.04,0.380,bfi_c_d,0.04,0.04,0.02228,0.34372,0.183,\textbf{0.18},*0.18*,0.025,bfi_c_d,0.082,0.08
Conscientiousness$_{inv}$,usi,Linear_Linear,MLR,NA,D4,-20.67844,31.02244,5.172,5.17,5.17,0.695,bfi_c_d,13.189,13.19,-0.17212,0.20812,0.018,0.02,0.02,0.850,bfi_c_d,0.097,0.10,-18.90996,6.37796,-6.266,-6.27,-6.27,0.331,bfi_c_d,6.451,6.45,-0.09436,0.36036,0.133,0.13,0.13,0.253,bfi_c_d,0.116,0.12,-0.3114,0.1394,-0.086,-0.09,-0.09,0.453,bfi_c_d,0.115,0.12,-25.8235771430547,25.8773028569453,0.02686285694531,0.03,0.03,0.695,bfi_c_d,13.189,13.19,-0.0324797856395231,0.347760214360477,0.157640214360477,0.16,0.16,0.850,bfi_c_d,0.097,0.10,-12.7123015049844,12.5756184950156,-0.0683415049844178,-0.07,-0.07,0.331,bfi_c_d,6.451,6.45,-0.11976,0.09976,-0.01,-0.01,-0.01,0.862,bfi_c_d,0.056,0.06,0.10904,0.50496,0.307,\textbf{0.31ª},*0.31ª*,0.002,bfi_c_d,0.101,0.10
Conscientiousness$_{inv}$,usi,Linear_Linear,MLR,NA,D5,-20.67844,31.02244,5.172,5.17,5.17,0.695,bfi_c_d,13.189,13.19,-0.17212,0.20812,0.018,0.02,0.02,0.850,bfi_c_d,0.097,0.10,-24.06796,13.86196,-5.103,-5.10,-5.10,0.598,bfi_c_d,9.676,9.68,-0.25284,0.25284,0,0.00,0.00,0.999,bfi_c_d,0.129,0.13,-0.32376,0.48376,0.08,0.08,0.08,0.699,bfi_c_d,0.206,0.21,-25.8235771430547,25.8773028569453,0.02686285694531,0.03,0.03,0.695,bfi_c_d,13.189,13.19,-0.0324797856395231,0.347760214360477,0.157640214360477,0.16,0.16,0.850,bfi_c_d,0.097,0.10,-19.0240792503801,18.9058407496199,-0.059119250380061,-0.06,-0.06,0.598,bfi_c_d,9.676,9.68,-0.092,0.104,0.006,0.01,0.01,0.906,bfi_c_d,0.05,0.05,-0.245,0.343,0.049,0.05,0.05,0.745,bfi_c_d,0.15,0.15
Conscientiousness$_{inv}$,usi,Linear_Linear,MLR,NA,EARLIER,-16.77208,33.39608,8.312,8.31,8.31,0.516,bfi_c_d,12.798,12.80,-0.18416,0.19216,0.004,0.00,0.00,0.968,bfi_c_d,0.096,0.10,-15.99472,0.398720000000001,-7.798,-7.80,-7.80,0.062,bfi_c_d,4.182,4.18,0.06808,0.36992,0.219,\textbf{0.22ª},*0.22ª*,0.004,bfi_c_d,0.077,0.08,-0.25924,0.01124,-0.124,-0.12,-0.12,0.075,bfi_c_d,0.069,0.07,-25.0410048078074,25.1271551921926,0.0430751921925537,0.04,0.04,0.516,bfi_c_d,12.798,12.80,-0.150393888283909,0.225926111716091,0.0377661117160909,0.04,0.04,0.968,bfi_c_d,0.096,0.10,-8.27666544635815,8.11677455364186,-0.0799454463581451,-0.08,-0.08,0.062,bfi_c_d,4.182,4.18,-0.11168,0.01768,-0.047,-0.05,-0.05,0.155,bfi_c_d,0.033,0.03,0.11508,0.31892,0.217,\textbf{0.22ª},*0.22ª*,0.000,bfi_c_d,0.052,0.05
Conscientiousness$_{inv}$,usi,Linear_Linear,MLR,NA,LATER,-16.77208,33.39608,8.312,8.31,8.31,0.516,bfi_c_d,12.798,12.80,-0.18416,0.19216,0.004,0.00,0.00,0.968,bfi_c_d,0.096,0.10,-18.8268,3.2428,-7.792,-7.79,-7.79,0.166,bfi_c_d,5.63,5.63,-0.09148,0.25348,0.081,0.08,0.08,0.358,bfi_c_d,0.088,0.09,-0.24004,0.14804,-0.046,-0.05,-0.05,0.643,bfi_c_d,0.099,0.10,-25.0410048078074,25.1271551921926,0.0430751921925537,0.04,0.04,0.516,bfi_c_d,12.798,12.80,-0.150393888283909,0.225926111716091,0.0377661117160909,0.04,0.04,0.968,bfi_c_d,0.096,0.10,-11.1209869932447,10.9486130067553,-0.086186993244698,-0.09,-0.09,0.166,bfi_c_d,5.63,5.63,-0.09232,0.07232,-0.01,-0.01,-0.01,0.804,bfi_c_d,0.042,0.04,0.0226,0.3754,0.199,\textbf{0.20},*0.20*,0.026,bfi_c_d,0.09,0.09
Conscientiousness$_{inv}$,vrt_col,Linear_Linear,MLR,864,ALL,21.7798,76.2482,49.014,\textbf{49.01ª},*49.01ª*,0.000,bfi_c_d,13.895,13.89,-0.08748,0.35548,0.134,0.13,0.13,0.234,bfi_c_d,0.113,0.11,-1.30372,13.03172,5.864,5.86,5.86,0.109,bfi_c_d,3.657,3.66,0.0544,0.2896,0.172,\textbf{0.17ª},*0.17ª*,0.004,bfi_c_d,0.06,0.06,-0.16448,0.08248,-0.041,-0.04,-0.04,0.522,bfi_c_d,0.063,0.06,-27.0161722842416,27.4522277157583,0.218027715758351,\textbf{0.22ª},*0.22ª*,0.000,bfi_c_d,13.895,13.89,0.574013917442003,1.016973917442,0.795493917442003,0.80,0.80,0.234,bfi_c_d,0.113,0.11,-7.10630205245689,7.22913794754311,0.061417947543106,0.06,0.06,0.109,bfi_c_d,3.657,3.66,-0.01,0.088,0.039,0.04,0.04,0.120,bfi_c_d,0.025,0.03,0.01768,0.18232,0.1,\textbf{0.10},*0.10*,0.017,bfi_c_d,0.042,0.04
Conscientiousness$_{inv}$,vrt_col,Linear_Linear,MLR,NA,D2,21.0908,77.6172,49.354,\textbf{49.35ª},*49.35ª*,0.001,bfi_c_d,14.42,14.42,-0.08344,0.36344,0.14,0.14,0.14,0.220,bfi_c_d,0.114,0.11,-8.70428,19.98228,5.639,5.64,5.64,0.441,bfi_c_d,7.318,7.32,0.08028,0.40172,0.241,\textbf{0.24ª},*0.24ª*,0.003,bfi_c_d,0.082,0.08,-0.21532,0.24332,0.014,0.01,0.01,0.907,bfi_c_d,0.117,0.12,-28.0383582339315,28.4880417660685,0.224841766068484,\textbf{0.22ª},*0.22ª*,0.001,bfi_c_d,14.42,14.42,0.547655347821911,0.994535347821911,0.771095347821911,0.77,0.77,0.220,bfi_c_d,0.114,0.11,-14.2939749694582,14.3925850305418,0.0493050305417997,0.05,0.05,0.441,bfi_c_d,7.318,7.32,-0.0144,0.1424,0.064,0.06,0.06,0.113,bfi_c_d,0.04,0.04,-0.06748,0.27748,0.105,0.10,0.10,0.234,bfi_c_d,0.088,0.09
Conscientiousness$_{inv}$,vrt_col,Linear_Linear,MLR,NA,D3,21.0908,77.6172,49.354,\textbf{49.35ª},*49.35ª*,0.001,bfi_c_d,14.42,14.42,-0.08344,0.36344,0.14,0.14,0.14,0.220,bfi_c_d,0.114,0.11,-18.07788,13.48988,-2.294,-2.29,-2.29,0.776,bfi_c_d,8.053,8.05,-0.1542,0.5122,0.179,0.18,0.18,0.293,bfi_c_d,0.17,0.17,-0.44332,0.01532,-0.214,-0.21,-0.21,0.068,bfi_c_d,0.117,0.12,-28.0383582339315,28.4880417660685,0.224841766068484,\textbf{0.22ª},*0.22ª*,0.001,bfi_c_d,14.42,14.42,0.547655347821911,0.994535347821911,0.771095347821911,0.77,0.77,0.220,bfi_c_d,0.114,0.11,-15.8078321535783,15.7599278464217,-0.0239521535782802,-0.02,-0.02,0.776,bfi_c_d,8.053,8.05,-0.13304,0.05904,-0.037,-0.04,-0.04,0.449,bfi_c_d,0.049,0.05,0.01852,0.36348,0.191,\textbf{0.19},*0.19*,0.029,bfi_c_d,0.088,0.09
Conscientiousness$_{inv}$,vrt_col,Linear_Linear,MLR,NA,D4,21.0908,77.6172,49.354,\textbf{49.35ª},*49.35ª*,0.001,bfi_c_d,14.42,14.42,-0.08344,0.36344,0.14,0.14,0.14,0.220,bfi_c_d,0.114,0.11,5.776,37.626,21.701,\textbf{21.70},*21.70*,0.008,bfi_c_d,8.125,8.12,-0.0992,0.3712,0.136,0.14,0.14,0.257,bfi_c_d,0.12,0.12,-0.12144,0.42344,0.151,0.15,0.15,0.278,bfi_c_d,0.139,0.14,-28.0383582339315,28.4880417660685,0.224841766068484,\textbf{0.22ª},*0.22ª*,0.001,bfi_c_d,14.42,14.42,0.547655347821911,0.994535347821911,0.771095347821911,0.77,0.77,0.220,bfi_c_d,0.114,0.11,-15.659565472369,16.190434527631,0.265434527631011,\textbf{0.27},*0.27*,0.008,bfi_c_d,8.125,8.12,0.02276,0.29324,0.158,\textbf{0.16},*0.16*,0.021,bfi_c_d,0.069,0.07,-0.01788,0.38588,0.184,0.18,0.18,0.072,bfi_c_d,0.103,0.10
Conscientiousness$_{inv}$,vrt_col,Linear_Linear,MLR,NA,D5,21.0908,77.6172,49.354,\textbf{49.35ª},*49.35ª*,0.001,bfi_c_d,14.42,14.42,-0.08344,0.36344,0.14,0.14,0.14,0.220,bfi_c_d,0.114,0.11,-18.6482,5.4402,-6.604,-6.60,-6.60,0.283,bfi_c_d,6.145,6.14,-0.25796,0.23596,-0.011,-0.01,-0.01,0.930,bfi_c_d,0.126,0.13,-0.47104,0.01504,-0.228,-0.23,-0.23,0.066,bfi_c_d,0.124,0.12,-28.0383582339315,28.4880417660685,0.224841766068484,\textbf{0.22ª},*0.22ª*,0.001,bfi_c_d,14.42,14.42,0.547655347821911,0.994535347821911,0.771095347821911,0.77,0.77,0.220,bfi_c_d,0.114,0.11,-12.1355041286615,11.9528958713385,-0.0913041286615408,-0.09,-0.09,0.283,bfi_c_d,6.145,6.14,-0.19828,0.06828,-0.065,-0.07,-0.07,0.340,bfi_c_d,0.068,0.07,-0.2342,0.0402,-0.097,-0.10,-0.10,0.164,bfi_c_d,0.07,0.07
Conscientiousness$_{inv}$,vrt_col,Linear_Linear,MLR,NA,EARLIER,21.83868,77.17732,49.508,\textbf{49.51ª},*49.51ª*,0.000,bfi_c_d,14.117,14.12,-0.07748,0.36548,0.144,0.14,0.14,0.204,bfi_c_d,0.113,0.11,-8.00888,12.19088,2.091,2.09,2.09,0.685,bfi_c_d,5.153,5.15,0.0612,0.3748,0.218,\textbf{0.22},*0.22*,0.006,bfi_c_d,0.08,0.08,-0.24264,0.08664,-0.078,-0.08,-0.08,0.354,bfi_c_d,0.084,0.08,-27.4459858391098,27.8926541608902,0.22333416089022,\textbf{0.22ª},*0.22ª*,0.000,bfi_c_d,14.117,14.12,0.585169906586593,1.02812990658659,0.806649906586593,0.81,0.81,0.204,bfi_c_d,0.113,0.11,-10.0802031420209,10.1195568579791,0.0196768579791416,0.02,0.02,0.685,bfi_c_d,5.153,5.15,-0.0358,0.0818,0.023,0.02,0.02,0.440,bfi_c_d,0.03,0.03,0.02044,0.25956,0.14,\textbf{0.14},*0.14*,0.022,bfi_c_d,0.061,0.06
Conscientiousness$_{inv}$,vrt_col,Linear_Linear,MLR,NA,LATER,21.83868,77.17732,49.508,\textbf{49.51ª},*49.51ª*,0.000,bfi_c_d,14.117,14.12,-0.07748,0.36548,0.144,0.14,0.14,0.204,bfi_c_d,0.113,0.11,0.0303200000000015,19.56368,9.797,\textbf{9.80},*9.80*,0.049,bfi_c_d,4.983,4.98,-0.0956,0.2376,0.071,0.07,0.07,0.401,bfi_c_d,0.085,0.09,-0.17256,0.16456,-0.004,-0.00,-0.00,0.959,bfi_c_d,0.086,0.09,-27.4459858391098,27.8926541608902,0.22333416089022,\textbf{0.22ª},*0.22ª*,0.000,bfi_c_d,14.117,14.12,0.585169906586593,1.02812990658659,0.806649906586593,0.81,0.81,0.204,bfi_c_d,0.113,0.11,-9.63886477431211,9.89449522568789,0.127815225687887,\textbf{0.13},*0.13*,0.049,bfi_c_d,4.983,4.98,-0.04608,0.14208,0.048,0.05,0.05,0.319,bfi_c_d,0.048,0.05,-0.07864,0.15264,0.037,0.04,0.04,0.526,bfi_c_d,0.059,0.06
Conscientiousness$_{inv}$,vrt_ind,Linear_Linear,MLR,864,ALL,3.15164,55.64436,29.398,\textbf{29.40},*29.40*,0.028,bfi_c_d,13.391,13.39,-0.15124,0.21724,0.033,0.03,0.03,0.727,bfi_c_d,0.094,0.09,-9.71252,3.95652,-2.878,-2.88,-2.88,0.409,bfi_c_d,3.487,3.49,0.0614,0.2966,0.179,\textbf{0.18ª},*0.18ª*,0.003,bfi_c_d,0.06,0.06,-0.12256,0.11656,-0.003,-0.00,-0.00,0.967,bfi_c_d,0.061,0.06,-26.1189156299357,26.3738043700643,0.127444370064274,\textbf{0.13},*0.13*,0.028,bfi_c_d,13.391,13.39,0.0927386163721655,0.461218616372165,0.276978616372165,0.28,0.28,0.727,bfi_c_d,0.094,0.09,-6.86536003069984,6.80367996930016,-0.0308400306998374,-0.03,-0.03,0.409,bfi_c_d,3.487,3.49,-0.025,0.073,0.024,0.02,0.02,0.346,bfi_c_d,0.025,0.03,0.00716,0.21884,0.113,\textbf{0.11},*0.11*,0.036,bfi_c_d,0.054,0.05
Conscientiousness$_{inv}$,vrt_ind,Linear_Linear,MLR,NA,D2,2.59368,55.48232,29.038,\textbf{29.04},*29.04*,0.031,bfi_c_d,13.492,13.49,-0.15712,0.22312,0.033,0.03,0.03,0.737,bfi_c_d,0.097,0.10,-15.20276,12.26076,-1.471,-1.47,-1.47,0.834,bfi_c_d,7.006,7.01,0.09528,0.41672,0.256,\textbf{0.26ª},*0.26ª*,0.002,bfi_c_d,0.082,0.08,-0.08392,0.31592,0.116,0.12,0.12,0.256,bfi_c_d,0.102,0.10,-26.3195744268371,26.5690655731629,0.124745573162948,\textbf{0.12},*0.12*,0.031,bfi_c_d,13.492,13.49,0.0964467526646282,0.476686752664628,0.286566752664628,0.29,0.29,0.737,bfi_c_d,0.097,0.10,-13.746412224801,13.717107775199,-0.0146522248009859,-0.01,-0.01,0.834,bfi_c_d,7.006,7.01,-0.07232,0.09232,0.01,0.01,0.01,0.814,bfi_c_d,0.042,0.04,-0.00115999999999999,0.37516,0.187,0.19,0.19,0.051,bfi_c_d,0.096,0.10
Conscientiousness$_{inv}$,vrt_ind,Linear_Linear,MLR,NA,D3,2.59368,55.48232,29.038,\textbf{29.04},*29.04*,0.031,bfi_c_d,13.492,13.49,-0.15712,0.22312,0.033,0.03,0.03,0.737,bfi_c_d,0.097,0.10,-17.00668,6.93668,-5.035,-5.04,-5.04,0.410,bfi_c_d,6.108,6.11,-0.13416,0.43816,0.152,0.15,0.15,0.296,bfi_c_d,0.146,0.15,-0.43556,-0.000439999999999996,-0.218,\textbf{-0.22},*-0.22*,0.049,bfi_c_d,0.111,0.11,-26.3195744268371,26.5690655731629,0.124745573162948,\textbf{0.12},*0.12*,0.031,bfi_c_d,13.492,13.49,0.0964467526646282,0.476686752664628,0.286566752664628,0.29,0.29,0.737,bfi_c_d,0.097,0.10,-12.0256945606618,11.9176654393382,-0.0540145606617642,-0.05,-0.05,0.410,bfi_c_d,6.108,6.11,-0.06216,0.11816,0.028,0.03,0.03,0.537,bfi_c_d,0.046,0.05,-0.16712,0.21312,0.023,0.02,0.02,0.810,bfi_c_d,0.097,0.10
Conscientiousness$_{inv}$,vrt_ind,Linear_Linear,MLR,NA,D4,2.59368,55.48232,29.038,\textbf{29.04},*29.04*,0.031,bfi_c_d,13.492,13.49,-0.15712,0.22312,0.033,0.03,0.03,0.737,bfi_c_d,0.097,0.10,-1.93332,21.26132,9.664,9.66,9.66,0.102,bfi_c_d,5.917,5.92,-0.1024,0.3484,0.123,0.12,0.12,0.284,bfi_c_d,0.115,0.12,-0.03036,0.42436,0.197,0.20,0.20,0.088,bfi_c_d,0.116,0.12,-26.3195744268371,26.5690655731629,0.124745573162948,\textbf{0.12},*0.12*,0.031,bfi_c_d,13.492,13.49,0.0964467526646282,0.476686752664628,0.286566752664628,0.29,0.29,0.737,bfi_c_d,0.097,0.10,-11.4721220756062,11.7225179243938,0.125197924393776,0.13,0.13,0.102,bfi_c_d,5.917,5.92,0.01192,0.20008,0.106,\textbf{0.11},*0.11*,0.029,bfi_c_d,0.048,0.05,-0.1798,0.2318,0.026,0.03,0.03,0.807,bfi_c_d,0.105,0.10
Conscientiousness$_{inv}$,vrt_ind,Linear_Linear,MLR,NA,D5,2.59368,55.48232,29.038,\textbf{29.04},*29.04*,0.031,bfi_c_d,13.492,13.49,-0.15712,0.22312,0.033,0.03,0.03,0.737,bfi_c_d,0.097,0.10,-29.34672,-3.74128,-16.544,\textbf{-16.54},*-16.54*,0.011,bfi_c_d,6.532,6.53,-0.26316,0.21116,-0.026,-0.03,-0.03,0.832,bfi_c_d,0.121,0.12,-0.44668,0.07468,-0.186,-0.19,-0.19,0.162,bfi_c_d,0.133,0.13,-26.3195744268371,26.5690655731629,0.124745573162948,\textbf{0.12},*0.12*,0.031,bfi_c_d,13.492,13.49,0.0964467526646282,0.476686752664628,0.286566752664628,0.29,0.29,0.737,bfi_c_d,0.097,0.10,-13.0014654880077,12.6039745119923,-0.198745488007702,\textbf{-0.20},*-0.20*,0.011,bfi_c_d,6.532,6.53,-0.14076,0.07876,-0.031,-0.03,-0.03,0.580,bfi_c_d,0.056,0.06,-0.14512,0.23512,0.045,0.04,0.04,0.646,bfi_c_d,0.097,0.10
Conscientiousness$_{inv}$,vrt_ind,Linear_Linear,MLR,NA,EARLIER,3.64944,57.10256,30.376,\textbf{30.38},*30.38*,0.026,bfi_c_d,13.636,13.64,-0.15616,0.22016,0.032,0.03,0.03,0.737,bfi_c_d,0.096,0.10,-13.0386,5.5226,-3.758,-3.76,-3.76,0.427,bfi_c_d,4.735,4.74,0.07004,0.36796,0.219,\textbf{0.22ª},*0.22ª*,0.004,bfi_c_d,0.076,0.08,-0.17592,0.12592,-0.025,-0.03,-0.03,0.743,bfi_c_d,0.077,0.08,-26.5940629576517,26.8590570423483,0.132497042348297,\textbf{0.13},*0.13*,0.026,bfi_c_d,13.636,13.64,0.0719252528502244,0.448245252850224,0.260085252850224,0.26,0.26,0.737,bfi_c_d,0.096,0.10,-9.3182897833093,9.2429102166907,-0.0376897833093044,-0.04,-0.04,0.427,bfi_c_d,4.735,4.74,-0.04872,0.07672,0.014,0.01,0.01,0.671,bfi_c_d,0.032,0.03,0.00284000000000001,0.28116,0.142,\textbf{0.14},*0.14*,0.047,bfi_c_d,0.071,0.07
Conscientiousness$_{inv}$,vrt_ind,Linear_Linear,MLR,NA,LATER,3.64944,57.10256,30.376,\textbf{30.38},*30.38*,0.026,bfi_c_d,13.636,13.64,-0.15616,0.22016,0.032,0.03,0.03,0.737,bfi_c_d,0.096,0.10,-10.67036,8.11036,-1.28,-1.28,-1.28,0.789,bfi_c_d,4.791,4.79,-0.09852,0.24252,0.072,0.07,0.07,0.405,bfi_c_d,0.087,0.09,-0.1472,0.2252,0.039,0.04,0.04,0.680,bfi_c_d,0.095,0.10,-26.5940629576517,26.8590570423483,0.132497042348297,\textbf{0.13},*0.13*,0.026,bfi_c_d,13.636,13.64,0.0719252528502244,0.448245252850224,0.260085252850224,0.26,0.26,0.737,bfi_c_d,0.096,0.10,-9.40618193452186,9.37453806547814,-0.0158219345218607,-0.02,-0.02,0.789,bfi_c_d,4.791,4.79,-0.02748,0.12148,0.047,0.05,0.05,0.219,bfi_c_d,0.038,0.04,-0.10576,0.21176,0.053,0.05,0.05,0.514,bfi_c_d,0.081,0.08
.Industriousness,aspfin,Linear_Linear,MLR,864,ALL,8.78744,70.66856,39.728,\textbf{39.73},*39.73*,0.012,bfas_ci,15.786,15.79,-0.23224,0.23424,0.001,0.00,0.00,0.994,bfas_ci,0.119,0.12,-7.11944,8.32144,0.601,0.60,0.60,0.879,bfas_ci,3.939,3.94,0.05896,0.25104,0.155,\textbf{0.15ª},*0.15ª*,0.001,bfas_ci,0.049,0.05,0.01124,0.23076,0.121,\textbf{0.12},*0.12*,0.030,bfas_ci,0.056,0.06,-30.8049992423301,31.0761207576699,0.135560757669869,\textbf{0.14},*0.14*,0.012,bfas_ci,15.786,15.79,-0.225395354594473,0.241084645405527,0.00784464540552736,0.01,0.01,0.994,bfas_ci,0.119,0.12,-7.71413137557227,7.72674862442773,0.00630862442772574,0.01,0.01,0.879,bfas_ci,3.939,3.94,-0.09088,0.01888,-0.036,-0.04,-0.04,0.191,bfas_ci,0.028,0.03,0.03028,0.25372,0.142,\textbf{0.14},*0.14*,0.012,bfas_ci,0.057,0.06
