ScaleName,vVar,modelCombo,Estimator,N,Group,covPiVi ci.l,covPiVi ci.u,covPiVi est,covPiVi est.bf,covPiVi est.stars,covPiVi pval,covPiVi pVar,covPiVi se,covPiVi se.d,covPsVs ci.l,covPsVs ci.u,covPsVs est,covPsVs est.bf,covPsVs est.stars,covPsVs pval,covPsVs pVar,covPsVs se,covPsVs se.d,covPVwithin ci.l,covPVwithin ci.u,covPVwithin est,covPVwithin est.bf,covPVwithin est.stars,covPVwithin pval,covPVwithin pVar,covPVwithin se,covPVwithin se.d,PtoP ci.l,PtoP ci.u,PtoP est,PtoP est.bf,PtoP est.stars,PtoP pval,PtoP pVar,PtoP se,PtoP se.d,PtoV ci.l,PtoV ci.u,PtoV est,PtoV est.bf,PtoV est.stars,PtoV pval,PtoV pVar,PtoV se,PtoV se.d,rPiVi ci.l,rPiVi ci.u,rPiVi est,rPiVi est.bf,rPiVi est.stars,rPiVi pval,rPiVi pVar,rPiVi se,rPiVi se.d,rPsVs ci.l,rPsVs ci.u,rPsVs est,rPsVs est.bf,rPsVs est.stars,rPsVs pval,rPsVs pVar,rPsVs se,rPsVs se.d,rPVwithin ci.l,rPVwithin ci.u,rPVwithin est,rPVwithin est.bf,rPVwithin est.stars,rPVwithin pval,rPVwithin pVar,rPVwithin se,rPVwithin se.d,VtoP ci.l,VtoP ci.u,VtoP est,VtoP est.bf,VtoP est.stars,VtoP pval,VtoP pVar,VtoP se,VtoP se.d,VtoV ci.l,VtoV ci.u,VtoV est,VtoV est.bf,VtoV est.stars,VtoV pval,VtoV pVar,VtoV se,VtoV se.d
Conscientiousness,aspfin,Linear_Linear,MLR,864,ALL,3.72776,59.85824,31.793,\textbf{31.79},*31.79*,0.026,bfi_c,14.319,14.32,-0.17892,0.22092,0.021,0.02,0.02,0.834,bfi_c,0.102,0.10,-9.1908,7.2928,-0.949,-0.95,-0.95,0.821,bfi_c,4.205,4.21,0.06444,0.30356,0.184,\textbf{0.18ª},*0.18ª*,0.002,bfi_c,0.061,0.06,-0.10248,0.14448,0.021,0.02,0.02,0.745,bfi_c,0.063,0.06,-27.9510901789665,28.1793898210335,0.114149821033543,\textbf{0.11},*0.11*,0.026,bfi_c,14.319,14.32,0.0318731624863827,0.431713162486383,0.231793162486383,0.23,0.23,0.834,bfi_c,0.102,0.10,-8.25212650252573,8.23147349747427,-0.0103265025257309,-0.01,-0.01,0.821,bfi_c,4.205,4.21,-0.07988,0.02988,-0.025,-0.03,-0.03,0.379,bfi_c,0.028,0.03,0.03332,0.26068,0.147,\textbf{0.15},*0.15*,0.012,bfi_c,0.058,0.06
Conscientiousness,aspfin,Linear_Linear,MLR,NA,D2,4.8234,61.1146,32.969,\textbf{32.97},*32.97*,0.022,bfi_c,14.36,14.36,-0.1928,0.2188,0.013,0.01,0.01,0.900,bfi_c,0.105,0.10,-28.61428,2.13028,-13.242,-13.24,-13.24,0.091,bfi_c,7.843,7.84,0.1012,0.4148,0.258,\textbf{0.26ª},*0.26ª*,0.001,bfi_c,0.08,0.08,-0.2338,0.1778,-0.028,-0.03,-0.03,0.787,bfi_c,0.105,0.10,-28.0266394632682,28.2645605367318,0.118960536731803,\textbf{0.12},*0.12*,0.022,bfi_c,14.36,14.36,-0.0739408657857933,0.337659134214207,0.131859134214207,0.13,0.13,0.900,bfi_c,0.105,0.10,-15.4955742840378,15.2489857159622,-0.123294284037803,-0.12,-0.12,0.091,bfi_c,7.843,7.84,-0.15424,0.01824,-0.068,-0.07,-0.07,0.124,bfi_c,0.044,0.04,-0.01516,0.36116,0.173,0.17,0.17,0.072,bfi_c,0.096,0.10
Conscientiousness,aspfin,Linear_Linear,MLR,NA,D3,4.8234,61.1146,32.969,\textbf{32.97},*32.97*,0.022,bfi_c,14.36,14.36,-0.1928,0.2188,0.013,0.01,0.01,0.900,bfi_c,0.105,0.10,-11.5802,16.5262,2.473,2.47,2.47,0.730,bfi_c,7.17,7.17,-0.12216,0.45016,0.164,0.16,0.16,0.261,bfi_c,0.146,0.15,-0.28584,0.21984,-0.033,-0.03,-0.03,0.799,bfi_c,0.129,0.13,-28.0266394632682,28.2645605367318,0.118960536731803,\textbf{0.12},*0.12*,0.022,bfi_c,14.36,14.36,-0.0739408657857933,0.337659134214207,0.131859134214207,0.13,0.13,0.900,bfi_c,0.105,0.10,-14.0248931828721,14.0815068171279,0.028306817127943,0.03,0.03,0.730,bfi_c,7.17,7.17,-0.1428,0.0728,-0.035,-0.04,-0.04,0.525,bfi_c,0.055,0.06,-0.19624,0.46624,0.135,0.14,0.14,0.424,bfi_c,0.169,0.17
Conscientiousness,aspfin,Linear_Linear,MLR,NA,D4,4.8234,61.1146,32.969,\textbf{32.97},*32.97*,0.022,bfi_c,14.36,14.36,-0.1928,0.2188,0.013,0.01,0.01,0.900,bfi_c,0.105,0.10,-0.20556,26.29756,13.046,13.05,13.05,0.054,bfi_c,6.761,6.76,-0.09228,0.37028,0.139,0.14,0.14,0.240,bfi_c,0.118,0.12,-0.05644,0.39044,0.167,0.17,0.17,0.143,bfi_c,0.114,0.11,-28.0266394632682,28.2645605367318,0.118960536731803,\textbf{0.12},*0.12*,0.022,bfi_c,14.36,14.36,-0.0739408657857933,0.337659134214207,0.131859134214207,0.13,0.13,0.900,bfi_c,0.105,0.10,-13.0906373057035,13.4124826942965,0.160922694296512,0.16,0.16,0.054,bfi_c,6.761,6.76,-0.05572,0.16772,0.056,0.06,0.06,0.326,bfi_c,0.057,0.06,-0.01232,0.34832,0.168,0.17,0.17,0.068,bfi_c,0.092,0.09
Conscientiousness,aspfin,Linear_Linear,MLR,NA,D5,4.8234,61.1146,32.969,\textbf{32.97},*32.97*,0.022,bfi_c,14.36,14.36,-0.1928,0.2188,0.013,0.01,0.01,0.900,bfi_c,0.105,0.10,-15.32524,21.00924,2.842,2.84,2.84,0.759,bfi_c,9.269,9.27,-0.25484,0.25084,-0.002,-0.00,-0.00,0.985,bfi_c,0.129,0.13,-0.2244,0.3244,0.05,0.05,0.05,0.720,bfi_c,0.14,0.14,-28.0266394632682,28.2645605367318,0.118960536731803,\textbf{0.12},*0.12*,0.022,bfi_c,14.36,14.36,-0.0739408657857933,0.337659134214207,0.131859134214207,0.13,0.13,0.900,bfi_c,0.105,0.10,-18.1293158927575,18.2051641072425,0.0379241072424823,0.04,0.04,0.759,bfi_c,9.269,9.27,-0.07312,0.11112,0.019,0.02,0.02,0.685,bfi_c,0.047,0.05,-0.17204,0.31404,0.071,0.07,0.07,0.565,bfi_c,0.124,0.12
Conscientiousness,aspfin,Linear_Linear,MLR,NA,EARLIER,5.7586,62.9514,34.355,\textbf{34.35},*34.35*,0.019,bfi_c,14.59,14.59,-0.1948,0.2168,0.011,0.01,0.01,0.915,bfi_c,0.105,0.10,-18.87768,3.79168,-7.543,-7.54,-7.54,0.192,bfi_c,5.783,5.78,0.08004,0.37796,0.229,\textbf{0.23ª},*0.23ª*,0.003,bfi_c,0.076,0.08,-0.21752,0.12352,-0.047,-0.05,-0.05,0.588,bfi_c,0.087,0.09,-28.4718967200157,28.7209032799843,0.124503279984296,\textbf{0.12},*0.12*,0.019,bfi_c,14.59,14.59,-0.0980810345044747,0.313518965495525,0.107718965495525,0.11,0.11,0.915,bfi_c,0.105,0.10,-11.4102167629421,11.2591432370579,-0.0755367629421108,-0.08,-0.08,0.192,bfi_c,5.783,5.78,-0.13652,0.00852,-0.064,-0.06,-0.06,0.081,bfi_c,0.037,0.04,-0.00639999999999999,0.3464,0.17,0.17,0.17,0.058,bfi_c,0.09,0.09
Conscientiousness,aspfin,Linear_Linear,MLR,NA,LATER,5.7586,62.9514,34.355,\textbf{34.35},*34.35*,0.019,bfi_c,14.59,14.59,-0.1948,0.2168,0.011,0.01,0.01,0.915,bfi_c,0.105,0.10,-1.52924,19.81124,9.141,9.14,9.14,0.093,bfi_c,5.444,5.44,-0.08756,0.24956,0.081,0.08,0.08,0.345,bfi_c,0.086,0.09,-0.0504,0.3024,0.126,0.13,0.13,0.161,bfi_c,0.09,0.09,-28.4718967200157,28.7209032799843,0.124503279984296,\textbf{0.12},*0.12*,0.019,bfi_c,14.59,14.59,-0.0980810345044747,0.313518965495525,0.107718965495525,0.11,0.11,0.915,bfi_c,0.105,0.10,-10.5539638973168,10.7865161026832,0.116276102683212,0.12,0.12,0.093,bfi_c,5.444,5.44,-0.0334,0.1234,0.045,0.04,0.04,0.257,bfi_c,0.04,0.04,-0.013,0.281,0.134,0.13,0.13,0.074,bfi_c,0.075,0.07
Conscientiousness,bfa_mt,Linear_Linear,MLR,864,ALL,-46.34864,9.64464,-18.352,-18.35,-18.35,0.199,bfi_c,14.284,14.28,-0.20196,0.19396,-0.004,-0.00,-0.00,0.971,bfi_c,0.101,0.10,-14.44612,1.61412,-6.416,-6.42,-6.42,0.117,bfi_c,4.097,4.10,0.0614,0.2966,0.179,\textbf{0.18ª},*0.18ª*,0.003,bfi_c,0.06,0.06,-0.11088,0.09688,-0.007,-0.01,-0.01,0.902,bfi_c,0.053,0.05,-28.0733085624509,27.9199714375491,-0.0766685624508782,-0.08,-0.08,0.199,bfi_c,14.284,14.28,-0.241876287509106,0.154043712490894,-0.0439162875091059,-0.04,-0.04,0.971,bfi_c,0.101,0.10,-8.10876489185001,7.95147510814999,-0.0786448918500091,-0.08,-0.08,0.117,bfi_c,4.097,4.10,-0.07764,0.05564,-0.011,-0.01,-0.01,0.734,bfi_c,0.034,0.03,0.04836,0.27964,0.164,\textbf{0.16},*0.16*,0.005,bfi_c,0.059,0.06
Conscientiousness,bfa_mt,Linear_Linear,MLR,NA,D2,-45.91172,11.93572,-16.988,-16.99,-16.99,0.250,bfi_c,14.757,14.76,-0.23064,0.19664,-0.017,-0.02,-0.02,0.879,bfi_c,0.109,0.11,-28.93824,2.98624,-12.976,-12.98,-12.98,0.111,bfi_c,8.144,8.14,0.08624,0.40376,0.245,\textbf{0.24ª},*0.24ª*,0.002,bfi_c,0.081,0.08,-0.18584,0.22184,0.018,0.02,0.02,0.866,bfi_c,0.104,0.10,-28.9945903532136,28.8528496467864,-0.0708703532135867,-0.07,-0.07,0.250,bfi_c,14.757,14.76,-0.410649607349814,0.016630392650186,-0.197009607349814,-0.20,-0.20,0.879,bfi_c,0.109,0.11,-16.0981146765121,15.8263653234879,-0.135874676512115,-0.14,-0.14,0.111,bfi_c,8.144,8.14,-0.15076,0.06876,-0.041,-0.04,-0.04,0.465,bfi_c,0.056,0.06,0.01324,0.52676,0.27,\textbf{0.27},*0.27*,0.039,bfi_c,0.131,0.13
Conscientiousness,bfa_mt,Linear_Linear,MLR,NA,D3,-45.91172,11.93572,-16.988,-16.99,-16.99,0.250,bfi_c,14.757,14.76,-0.23064,0.19664,-0.017,-0.02,-0.02,0.879,bfi_c,0.109,0.11,-14.9978,4.1318,-5.433,-5.43,-5.43,0.266,bfi_c,4.88,4.88,-0.12912,0.44712,0.159,0.16,0.16,0.278,bfi_c,0.147,0.15,-0.20872,0.11272,-0.048,-0.05,-0.05,0.560,bfi_c,0.082,0.08,-28.9945903532136,28.8528496467864,-0.0708703532135867,-0.07,-0.07,0.250,bfi_c,14.757,14.76,-0.410649607349814,0.016630392650186,-0.197009607349814,-0.20,-0.20,0.879,bfi_c,0.109,0.11,-9.64117801964023,9.48842198035977,-0.0763780196402293,-0.08,-0.08,0.266,bfi_c,4.88,4.88,-0.09064,0.14064,0.025,0.03,0.03,0.671,bfi_c,0.059,0.06,-0.0262,0.2482,0.111,0.11,0.11,0.114,bfi_c,0.07,0.07
Conscientiousness,bfa_mt,Linear_Linear,MLR,NA,D4,-45.91172,11.93572,-16.988,-16.99,-16.99,0.250,bfi_c,14.757,14.76,-0.23064,0.19664,-0.017,-0.02,-0.02,0.879,bfi_c,0.109,0.11,-17.99164,8.69964,-4.646,-4.65,-4.65,0.495,bfi_c,6.809,6.81,-0.08436,0.37036,0.143,0.14,0.14,0.218,bfi_c,0.116,0.12,-0.22692,0.17292,-0.027,-0.03,-0.03,0.793,bfi_c,0.102,0.10,-28.9945903532136,28.8528496467864,-0.0708703532135867,-0.07,-0.07,0.250,bfi_c,14.757,14.76,-0.410649607349814,0.016630392650186,-0.197009607349814,-0.20,-0.20,0.879,bfi_c,0.109,0.11,-13.4110795219171,13.2802004780829,-0.065439521917067,-0.07,-0.07,0.495,bfi_c,6.809,6.81,-0.11604,0.17404,0.029,0.03,0.03,0.691,bfi_c,0.074,0.07,-0.19532,0.26332,0.034,0.03,0.03,0.771,bfi_c,0.117,0.12
Conscientiousness,bfa_mt,Linear_Linear,MLR,NA,D5,-45.91172,11.93572,-16.988,-16.99,-16.99,0.250,bfi_c,14.757,14.76,-0.23064,0.19664,-0.017,-0.02,-0.02,0.879,bfi_c,0.109,0.11,-21.71144,36.35944,7.324,7.32,7.32,0.621,bfi_c,14.814,14.81,-0.24012,0.23812,-0.001,-0.00,-0.00,0.991,bfi_c,0.122,0.12,-0.25408,0.32608,0.036,0.04,0.04,0.807,bfi_c,0.148,0.15,-28.9945903532136,28.8528496467864,-0.0708703532135867,-0.07,-0.07,0.250,bfi_c,14.757,14.76,-0.410649607349814,0.016630392650186,-0.197009607349814,-0.20,-0.20,0.879,bfi_c,0.109,0.11,-28.9436949695796,29.1271850304204,0.0917450304203515,0.09,0.09,0.621,bfi_c,14.814,14.81,-0.16588,0.13988,-0.013,-0.01,-0.01,0.868,bfi_c,0.078,0.08,-0.24136,0.50736,0.133,0.13,0.13,0.487,bfi_c,0.191,0.19
Conscientiousness,bfa_mt,Linear_Linear,MLR,NA,EARLIER,-44.74772,12.31572,-16.216,-16.22,-16.22,0.265,bfi_c,14.557,14.56,-0.21884,0.18884,-0.015,-0.01,-0.01,0.887,bfi_c,0.104,0.10,-20.35812,-0.279880000000002,-10.319,\textbf{-10.32},*-10.32*,0.044,bfi_c,5.122,5.12,0.06508,0.36692,0.216,\textbf{0.22},*0.22*,0.005,bfi_c,0.077,0.08,-0.14924,0.12124,-0.014,-0.01,-0.01,0.837,bfi_c,0.069,0.07,-28.5997292512089,28.4637107487911,-0.0680092512088904,-0.07,-0.07,0.265,bfi_c,14.557,14.56,-0.368407099640431,0.039272900359569,-0.164567099640431,-0.16,-0.16,0.887,bfi_c,0.104,0.10,-10.1601720018421,9.91806799815786,-0.121052001842144,\textbf{-0.12},*-0.12*,0.044,bfi_c,5.122,5.12,-0.10432,0.06032,-0.022,-0.02,-0.02,0.604,bfi_c,0.042,0.04,0.061,0.355,0.208,\textbf{0.21},*0.21*,0.006,bfi_c,0.075,0.07
Conscientiousness,bfa_mt,Linear_Linear,MLR,NA,LATER,-44.74772,12.31572,-16.216,-16.22,-16.22,0.265,bfi_c,14.557,14.56,-0.21884,0.18884,-0.015,-0.01,-0.01,0.887,bfi_c,0.104,0.10,-13.90004,13.92804,0.014,0.01,0.01,0.998,bfi_c,7.099,7.10,-0.08656,0.25056,0.082,0.08,0.08,0.345,bfi_c,0.086,0.09,-0.16356,0.17356,0.005,0.01,0.01,0.954,bfi_c,0.086,0.09,-28.5997292512089,28.4637107487911,-0.0680092512088904,-0.07,-0.07,0.265,bfi_c,14.557,14.56,-0.368407099640431,0.039272900359569,-0.164567099640431,-0.16,-0.16,0.887,bfi_c,0.104,0.10,-13.9138506420178,13.9142293579822,0.000189357982209183,0.00,0.00,0.998,bfi_c,7.099,7.10,-0.1008,0.1148,0.007,0.01,0.01,0.893,bfi_c,0.055,0.06,-0.12216,0.25416,0.066,0.07,0.07,0.492,bfi_c,0.096,0.10
Conscientiousness,hrz_col,Linear_Linear,MLR,864,ALL,35.00516,83.04084,59.023,\textbf{59.02ª},*59.02ª*,0.000,bfi_c,12.254,12.25,-0.13548,0.20948,0.037,0.04,0.04,0.670,bfi_c,0.088,0.09,4.85384,17.97016,11.412,\textbf{11.41ª},*11.41ª*,0.001,bfi_c,3.346,3.35,0.0544,0.2896,0.172,\textbf{0.17ª},*0.17ª*,0.004,bfi_c,0.06,0.06,-0.05708,0.13108,0.037,0.04,0.04,0.431,bfi_c,0.048,0.05,-23.7176148630509,24.3180651369491,0.300225136949051,\textbf{0.30ª},*0.30ª*,0.000,bfi_c,12.254,12.25,0.321953297537985,0.666913297537985,0.494433297537985,0.49,0.49,0.670,bfi_c,0.088,0.09,-6.40712756600326,6.70919243399674,0.151032433996744,\textbf{0.15ª},*0.15ª*,0.001,bfi_c,3.346,3.35,-0.00652,0.13852,0.066,0.07,0.07,0.073,bfi_c,0.037,0.04,0.01316,0.22484,0.119,\textbf{0.12},*0.12*,0.027,bfi_c,0.054,0.05
Conscientiousness,hrz_col,Linear_Linear,MLR,NA,D2,34.99868,83.37932,59.189,\textbf{59.19ª},*59.19ª*,0.000,bfi_c,12.342,12.34,-0.1464,0.2064,0.03,0.03,0.03,0.744,bfi_c,0.09,0.09,-1.45296,23.54096,11.044,11.04,11.04,0.083,bfi_c,6.376,6.38,0.08816,0.39784,0.243,\textbf{0.24ª},*0.24ª*,0.002,bfi_c,0.079,0.08,-0.15984,0.14984,-0.005,-0.01,-0.01,0.953,bfi_c,0.079,0.08,-23.8913929533915,24.4892470466085,0.298927046608512,\textbf{0.30ª},*0.30ª*,0.000,bfi_c,12.342,12.34,0.288730254709532,0.641530254709532,0.465130254709532,0.47,0.47,0.744,bfi_c,0.09,0.09,-12.3782560359197,12.6156639640803,0.118703964080306,0.12,0.12,0.083,bfi_c,6.376,6.38,-0.06912,0.11512,0.023,0.02,0.02,0.632,bfi_c,0.047,0.05,0.004,0.298,0.151,\textbf{0.15},*0.15*,0.044,bfi_c,0.075,0.07
Conscientiousness,hrz_col,Linear_Linear,MLR,NA,D3,34.99868,83.37932,59.189,\textbf{59.19ª},*59.19ª*,0.000,bfi_c,12.342,12.34,-0.1464,0.2064,0.03,0.03,0.03,0.744,bfi_c,0.09,0.09,4.9974,27.1846,16.091,\textbf{16.09ª},*16.09ª*,0.004,bfi_c,5.66,5.66,-0.12624,0.43824,0.156,0.16,0.16,0.280,bfi_c,0.144,0.14,-0.06068,0.26468,0.102,0.10,0.10,0.219,bfi_c,0.083,0.08,-23.8913929533915,24.4892470466085,0.298927046608512,\textbf{0.30ª},*0.30ª*,0.000,bfi_c,12.342,12.34,0.288730254709532,0.641530254709532,0.465130254709532,0.47,0.47,0.744,bfi_c,0.09,0.09,-10.8514648408539,11.3357351591461,0.242135159146145,\textbf{0.24ª},*0.24ª*,0.004,bfi_c,5.66,5.66,-0.057,0.237,0.09,0.09,0.09,0.229,bfi_c,0.075,0.07,-0.1664,0.1864,0.01,0.01,0.01,0.912,bfi_c,0.09,0.09
Conscientiousness,hrz_col,Linear_Linear,MLR,NA,D4,34.99868,83.37932,59.189,\textbf{59.19ª},*59.19ª*,0.000,bfi_c,12.342,12.34,-0.1464,0.2064,0.03,0.03,0.03,0.744,bfi_c,0.09,0.09,-4.01248,16.32448,6.156,6.16,6.16,0.235,bfi_c,5.188,5.19,-0.10536,0.34936,0.122,0.12,0.12,0.290,bfi_c,0.116,0.12,-0.14812,0.23212,0.042,0.04,0.04,0.660,bfi_c,0.097,0.10,-23.8913929533915,24.4892470466085,0.298927046608512,\textbf{0.30ª},*0.30ª*,0.000,bfi_c,12.342,12.34,0.288730254709532,0.641530254709532,0.465130254709532,0.47,0.47,0.744,bfi_c,0.09,0.09,-10.0685241548776,10.2684358451224,0.0999558451224291,0.10,0.10,0.235,bfi_c,5.188,5.19,-0.06232,0.29832,0.118,0.12,0.12,0.199,bfi_c,0.092,0.09,-0.17792,0.31992,0.071,0.07,0.07,0.575,bfi_c,0.127,0.13
Conscientiousness,hrz_col,Linear_Linear,MLR,NA,D5,34.99868,83.37932,59.189,\textbf{59.19ª},*59.19ª*,0.000,bfi_c,12.342,12.34,-0.1464,0.2064,0.03,0.03,0.03,0.744,bfi_c,0.09,0.09,-6.46908,26.84308,10.187,10.19,10.19,0.231,bfi_c,8.498,8.50,-0.2408,0.2688,0.014,0.01,0.01,0.913,bfi_c,0.13,0.13,-0.23924,0.32524,0.043,0.04,0.04,0.766,bfi_c,0.144,0.14,-23.8913929533915,24.4892470466085,0.298927046608512,\textbf{0.30ª},*0.30ª*,0.000,bfi_c,12.342,12.34,0.288730254709532,0.641530254709532,0.465130254709532,0.47,0.47,0.744,bfi_c,0.09,0.09,-16.4982673434137,16.8138926565863,0.157812656586328,0.16,0.16,0.231,bfi_c,8.498,8.50,-0.15368,0.26968,0.058,0.06,0.06,0.594,bfi_c,0.108,0.11,-0.01488,0.58488,0.285,0.28,0.28,0.063,bfi_c,0.153,0.15
Conscientiousness,hrz_col,Linear_Linear,MLR,NA,EARLIER,34.56876,82.76124,58.665,\textbf{58.66ª},*58.66ª*,0.000,bfi_c,12.294,12.29,-0.13944,0.20944,0.035,0.04,0.04,0.692,bfi_c,0.089,0.09,4.46884,21.89716,13.183,\textbf{13.18ª},*13.18ª*,0.003,bfi_c,4.446,4.45,0.05608,0.35792,0.207,\textbf{0.21},*0.21*,0.007,bfi_c,0.077,0.08,-0.07468,0.15268,0.039,0.04,0.04,0.506,bfi_c,0.058,0.06,-23.7964405656242,24.3960394343758,0.299799434375796,\textbf{0.30ª},*0.30ª*,0.000,bfi_c,12.294,12.29,0.290863771592932,0.639743771592932,0.465303771592932,0.47,0.47,0.692,bfi_c,0.089,0.09,-8.5535961907776,8.8747238092224,0.160563809222403,\textbf{0.16ª},*0.16ª*,0.003,bfi_c,4.446,4.45,-0.03528,0.13328,0.049,0.05,0.05,0.257,bfi_c,0.043,0.04,-0.01452,0.22852,0.107,0.11,0.11,0.082,bfi_c,0.062,0.06
Conscientiousness,hrz_col,Linear_Linear,MLR,NA,LATER,34.56876,82.76124,58.665,\textbf{58.66ª},*58.66ª*,0.000,bfi_c,12.294,12.29,-0.13944,0.20944,0.035,0.04,0.04,0.692,bfi_c,0.089,0.09,-1.99116,17.10316,7.556,7.56,7.56,0.121,bfi_c,4.871,4.87,-0.09048,0.25448,0.082,0.08,0.08,0.350,bfi_c,0.088,0.09,-0.12764,0.20164,0.037,0.04,0.04,0.662,bfi_c,0.084,0.08,-23.7964405656242,24.3960394343758,0.299799434375796,\textbf{0.30ª},*0.30ª*,0.000,bfi_c,12.294,12.29,0.290863771592932,0.639743771592932,0.465303771592932,0.47,0.47,0.692,bfi_c,0.089,0.09,-9.42683991903071,9.66748008096929,0.120320080969292,0.12,0.12,0.121,bfi_c,4.871,4.87,-0.046,0.248,0.101,0.10,0.10,0.179,bfi_c,0.075,0.07,-0.06364,0.36364,0.15,0.15,0.15,0.170,bfi_c,0.109,0.11
Conscientiousness,hrz_ind,Linear_Linear,MLR,864,ALL,8.05804,46.37996,27.219,\textbf{27.22},*27.22*,0.005,bfi_c,9.776,9.78,-0.1622,0.1122,-0.025,-0.03,-0.03,0.716,bfi_c,0.07,0.07,-5.8768,7.1768,0.65,0.65,0.65,0.845,bfi_c,3.33,3.33,0.05436,0.28564,0.17,\textbf{0.17ª},*0.17ª*,0.004,bfi_c,0.059,0.06,-0.08,0.116,0.018,0.02,0.02,0.722,bfi_c,0.05,0.05,-18.9962969170367,19.3256230829633,0.164663082963294,\textbf{0.16},*0.16*,0.005,bfi_c,9.776,9.78,-0.507458649361588,-0.233058649361588,-0.370258649361588,-0.37,-0.37,0.716,bfi_c,0.07,0.07,-6.51882506477639,6.53477493522361,0.00797493522360778,0.01,0.01,0.845,bfi_c,3.33,3.33,-0.0038,0.1138,0.055,0.06,0.06,0.067,bfi_c,0.03,0.03,-0.04904,0.14304,0.047,0.05,0.05,0.334,bfi_c,0.049,0.05
Conscientiousness,hrz_ind,Linear_Linear,MLR,NA,D2,7.79948,46.45852,27.129,\textbf{27.13},*27.13*,0.006,bfi_c,9.862,9.86,-0.16016,0.11816,-0.021,-0.02,-0.02,0.767,bfi_c,0.071,0.07,-13.35548,12.27348,-0.541,-0.54,-0.54,0.934,bfi_c,6.538,6.54,0.08932,0.41468,0.252,\textbf{0.25ª},*0.25ª*,0.002,bfi_c,0.083,0.08,-0.08192,0.21992,0.069,0.07,0.07,0.372,bfi_c,0.077,0.08,-19.1664895768716,19.4925504231284,0.163030423128391,\textbf{0.16},*0.16*,0.006,bfi_c,9.862,9.86,-0.475170752516124,-0.196850752516124,-0.336010752516124,-0.34,-0.34,0.767,bfi_c,0.071,0.07,-12.8200301019081,12.8089298980919,-0.00555010190814411,-0.01,-0.01,0.934,bfi_c,6.538,6.54,-0.09496,0.10496,0.005,0.01,0.01,0.924,bfi_c,0.051,0.05,0.00508,0.30692,0.156,\textbf{0.16},*0.16*,0.044,bfi_c,0.077,0.08
Conscientiousness,hrz_ind,Linear_Linear,MLR,NA,D3,7.79948,46.45852,27.129,\textbf{27.13},*27.13*,0.006,bfi_c,9.862,9.86,-0.16016,0.11816,-0.021,-0.02,-0.02,0.767,bfi_c,0.071,0.07,-8.60628,11.35828,1.376,1.38,1.38,0.787,bfi_c,5.093,5.09,-0.1168,0.3928,0.138,0.14,0.14,0.289,bfi_c,0.13,0.13,-0.23124,0.13724,-0.047,-0.05,-0.05,0.616,bfi_c,0.094,0.09,-19.1664895768716,19.4925504231284,0.163030423128391,\textbf{0.16},*0.16*,0.006,bfi_c,9.862,9.86,-0.475170752516124,-0.196850752516124,-0.336010752516124,-0.34,-0.34,0.767,bfi_c,0.071,0.07,-9.9630240948129,10.0015359051871,0.0192559051870959,0.02,0.02,0.787,bfi_c,5.093,5.09,0.01912,0.22688,0.123,\textbf{0.12},*0.12*,0.020,bfi_c,0.053,0.05,-0.23152,0.10952,-0.061,-0.06,-0.06,0.483,bfi_c,0.087,0.09
Conscientiousness,hrz_ind,Linear_Linear,MLR,NA,D4,7.79948,46.45852,27.129,\textbf{27.13},*27.13*,0.006,bfi_c,9.862,9.86,-0.16016,0.11816,-0.021,-0.02,-0.02,0.767,bfi_c,0.071,0.07,-7.71352,12.71752,2.502,2.50,2.50,0.631,bfi_c,5.212,5.21,-0.09736,0.35736,0.13,0.13,0.13,0.263,bfi_c,0.116,0.12,-0.1302,0.2422,0.056,0.06,0.06,0.556,bfi_c,0.095,0.10,-19.1664895768716,19.4925504231284,0.163030423128391,\textbf{0.16},*0.16*,0.006,bfi_c,9.862,9.86,-0.475170752516124,-0.196850752516124,-0.336010752516124,-0.34,-0.34,0.767,bfi_c,0.071,0.07,-10.1798647924212,10.2511752075788,0.0356552075788104,0.04,0.04,0.631,bfi_c,5.212,5.21,-0.01484,0.19684,0.091,0.09,0.09,0.092,bfi_c,0.054,0.05,-0.1602,0.1142,-0.023,-0.02,-0.02,0.742,bfi_c,0.07,0.07
Conscientiousness,hrz_ind,Linear_Linear,MLR,NA,D5,7.79948,46.45852,27.129,\textbf{27.13},*27.13*,0.006,bfi_c,9.862,9.86,-0.16016,0.11816,-0.021,-0.02,-0.02,0.767,bfi_c,0.071,0.07,-13.27136,10.50736,-1.382,-1.38,-1.38,0.820,bfi_c,6.066,6.07,-0.26308,0.21908,-0.022,-0.02,-0.02,0.856,bfi_c,0.123,0.12,-0.3598,0.1498,-0.105,-0.10,-0.10,0.420,bfi_c,0.13,0.13,-19.1664895768716,19.4925504231284,0.163030423128391,\textbf{0.16},*0.16*,0.006,bfi_c,9.862,9.86,-0.475170752516124,-0.196850752516124,-0.336010752516124,-0.34,-0.34,0.767,bfi_c,0.071,0.07,-11.9093651878284,11.8693548121716,-0.0200051878283542,-0.02,-0.02,0.820,bfi_c,6.066,6.07,-0.11468,0.11268,-0.001,-0.00,-0.00,0.989,bfi_c,0.058,0.06,-0.22192,0.17792,-0.022,-0.02,-0.02,0.832,bfi_c,0.102,0.10
